code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,date_registration,module_presentation_length,average_score,min_score,max_score,assessments_submitted,average_submission_date,average_assessment_weight,assessment_type_diversity,total_resource_clicks,average_resource_clicks,first_used,last_used,resources_used,interaction_duration,days_registered
FFF,2014B,410666,M,West Midlands Region,A Level or Equivalent,20-30%,0-35,3,120,False,-59.0,241,77.83333333333333,66.0,100.0,6.0,46.666666666666664,8.333333333333334,2.0,1604.0,4.56980056980057,-16.0,85.0,66.0,101.0,145.0
FFF,2014B,411939,M,South Region,A Level or Equivalent,40-50%,35-55,2,150,False,-60.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2.5714285714285716,17.0,18.0,9.0,1.0,146.0
FFF,2014B,412387,F,South East Region,A Level or Equivalent,10-20,0-35,0,60,True,-40.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,2.9607843137254903,-12.0,86.0,35.0,98.0,126.0
FFF,2014B,412695,M,West Midlands Region,A Level or Equivalent,10-20,0-35,0,60,False,-113.0,241,85.66666666666667,83.0,90.0,3.0,53.333333333333336,16.666666666666668,1.0,832.0,3.2248062015503876,0.0,86.0,71.0,86.0,199.0
FFF,2014B,413200,M,South East Region,HE Qualification,10-20,0-35,0,60,False,-29.0,241,81.0,64.0,99.0,4.0,43.0,12.5,2.0,632.0,3.0679611650485437,-18.0,86.0,51.0,104.0,115.0
FFF,2014B,414258,F,Scotland,A Level or Equivalent,10-20,0-35,1,90,False,-54.0,241,68.66666666666667,62.0,76.0,3.0,40.666666666666664,8.333333333333334,2.0,1587.0,4.483050847457627,-18.0,86.0,61.0,104.0,140.0
FFF,2014B,416302,M,East Anglian Region,A Level or Equivalent,90-100%,0-35,0,60,True,-45.0,241,81.8,71.0,90.0,5.0,47.4,10.0,2.0,4050.0,6.43879173290938,-18.0,86.0,110.0,104.0,131.0
FFF,2014B,417184,M,South Region,A Level or Equivalent,10-20,35-55,0,60,False,-17.0,241,70.66666666666667,56.0,84.0,3.0,51.333333333333336,16.666666666666668,1.0,1416.0,4.58252427184466,-17.0,86.0,96.0,103.0,103.0
FFF,2014B,417805,M,Wales,HE Qualification,20-30%,35-55,1,120,False,-103.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0
FFF,2014B,418218,M,London Region,Lower Than A Level,0-10%,0-35,0,60,False,-36.0,241,74.2,47.0,99.0,5.0,35.2,5.0,2.0,2086.0,5.876056338028169,2.0,86.0,63.0,84.0,122.0
FFF,2014B,419284,M,South West Region,HE Qualification,50-60%,0-35,0,90,False,-24.0,241,80.5,79.0,83.0,4.0,55.75,6.25,2.0,1350.0,5.0,-14.0,85.0,57.0,99.0,110.0
FFF,2014B,420042,F,Yorkshire Region,HE Qualification,40-50%,35-55,0,150,False,-29.0,241,86.0,80.0,94.0,5.0,50.4,10.0,2.0,2399.0,4.018425460636516,-18.0,81.0,123.0,99.0,115.0
FFF,2014B,421179,M,West Midlands Region,Lower Than A Level,20-30%,0-35,0,60,True,-109.0,241,71.66666666666667,55.0,82.0,3.0,52.333333333333336,16.666666666666668,1.0,900.0,3.71900826446281,-18.0,86.0,79.0,104.0,195.0
FFF,2014B,421989,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,1,90,False,-22.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0
FFF,2014B,422250,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,3,180,False,-78.0,241,84.0,84.0,84.0,1.0,24.0,12.5,1.0,96.0,2.0425531914893615,10.0,52.0,21.0,42.0,164.0
FFF,2014B,422530,M,Scotland,A Level or Equivalent,20-30%,0-35,0,150,False,-36.0,241,87.25,78.0,95.0,4.0,30.5,6.25,2.0,788.0,4.104166666666667,-10.0,86.0,57.0,96.0,122.0
FFF,2014B,422626,F,South West Region,A Level or Equivalent,30-40%,35-55,0,180,False,-36.0,241,70.0,70.0,70.0,2.0,38.0,12.5,1.0,1129.0,4.228464419475656,-10.0,86.0,76.0,96.0,122.0
FFF,2014B,422697,M,East Anglian Region,A Level or Equivalent,20-30%,35-55,0,60,False,-40.0,241,93.5,85.0,100.0,6.0,53.5,8.333333333333334,2.0,4739.0,5.588443396226415,-18.0,86.0,92.0,104.0,126.0
FFF,2014B,423648,M,Ireland,Lower Than A Level,50-60%,0-35,1,90,False,-25.0,241,78.0,78.0,78.0,1.0,23.0,12.5,1.0,78.0,2.2941176470588234,4.0,66.0,17.0,62.0,111.0
FFF,2014B,425332,M,South East Region,A Level or Equivalent,20-30%,35-55,1,60,True,-36.0,241,83.0,66.0,94.0,4.0,31.75,6.25,2.0,1326.0,4.929368029739777,-14.0,60.0,73.0,74.0,122.0
FFF,2014B,426782,F,London Region,Lower Than A Level,50-60%,0-35,0,90,False,-115.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,201.0
FFF,2014B,427276,F,South Region,A Level or Equivalent,90-100%,35-55,0,120,False,-17.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0
FFF,2014B,427485,M,South West Region,Lower Than A Level,30-40%,0-35,1,120,False,-60.0,241,82.0,82.0,82.0,1.0,24.0,12.5,1.0,719.0,2.6928838951310863,-16.0,33.0,87.0,49.0,146.0
FFF,2014B,428068,M,Wales,Lower Than A Level,40-50%,0-35,1,90,False,-104.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,4.043478260869565,-16.0,21.0,14.0,37.0,190.0
FFF,2014B,429015,M,Ireland,A Level or Equivalent,30-40%,0-35,0,60,False,-16.0,241,67.33333333333333,40.0,88.0,3.0,54.0,16.666666666666668,1.0,476.0,2.2884615384615383,0.0,86.0,60.0,86.0,102.0
FFF,2014B,430516,M,East Midlands Region,Lower Than A Level,10-20,35-55,0,60,False,-73.0,241,74.66666666666667,73.0,78.0,3.0,15.333333333333334,4.166666666666667,2.0,746.0,4.010752688172043,-7.0,31.0,58.0,38.0,159.0
FFF,2014B,430625,M,South East Region,Lower Than A Level,50-60%,0-35,2,180,False,-165.0,241,66.0,40.0,92.0,2.0,37.5,12.5,1.0,592.0,3.3258426966292136,-18.0,86.0,54.0,104.0,251.0
FFF,2014B,431987,M,North Western Region,A Level or Equivalent,30-40%,0-35,1,120,False,-85.0,241,92.66666666666667,76.0,100.0,6.0,39.833333333333336,8.333333333333334,2.0,6196.0,6.591489361702128,-18.0,86.0,111.0,104.0,171.0
FFF,2014B,435446,M,Yorkshire Region,A Level or Equivalent,60-70%,0-35,0,90,False,-149.0,241,88.2,76.0,100.0,5.0,34.0,5.0,2.0,2884.0,5.33086876155268,-18.0,86.0,66.0,104.0,235.0
FFF,2014B,436481,M,South East Region,HE Qualification,50-60%,35-55,0,60,False,-24.0,241,64.6,53.0,74.0,5.0,28.0,5.0,2.0,1157.0,3.6847133757961785,-13.0,82.0,60.0,95.0,110.0
FFF,2014B,436590,F,Scotland,A Level or Equivalent,0-10%,0-35,0,75,False,-141.0,241,87.75,75.0,96.0,4.0,52.25,12.5,2.0,1469.0,4.221264367816092,-5.0,85.0,106.0,90.0,227.0
FFF,2014B,437303,M,North Western Region,A Level or Equivalent,80-90%,0-35,2,60,False,-185.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,271.0
FFF,2014B,437529,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,False,-57.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,377.0,4.896103896103896,-17.0,15.0,33.0,32.0,143.0
FFF,2014B,438796,M,South Region,Post Graduate Qualification,90-100%,35-55,0,120,False,-25.0,241,85.8,63.0,94.0,5.0,40.6,10.0,2.0,1657.0,3.8624708624708624,-18.0,86.0,84.0,104.0,111.0
FFF,2014B,439433,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,False,-103.0,241,82.0,72.0,90.0,3.0,54.666666666666664,16.666666666666668,1.0,1364.0,3.618037135278515,-15.0,86.0,74.0,101.0,189.0
FFF,2014B,439633,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,1,60,False,-141.0,241,75.5,60.0,86.0,6.0,44.833333333333336,8.333333333333334,2.0,2824.0,3.5656565656565657,-18.0,86.0,111.0,104.0,227.0
FFF,2014B,439896,M,South Region,Lower Than A Level,70-80%,0-35,1,90,False,-73.0,241,74.0,60.0,86.0,3.0,43.666666666666664,8.333333333333334,2.0,1001.0,3.940944881889764,-1.0,86.0,58.0,87.0,159.0
FFF,2014B,440559,M,South West Region,HE Qualification,30-40%,35-55,0,120,False,-29.0,241,69.0,43.0,80.0,5.0,53.4,10.0,2.0,1675.0,2.7147487844408427,-17.0,85.0,90.0,102.0,115.0
FFF,2014B,441073,F,West Midlands Region,Lower Than A Level,0-10%,0-35,0,120,False,-16.0,241,47.0,46.0,48.0,2.0,41.0,12.5,1.0,374.0,3.4311926605504586,3.0,67.0,30.0,64.0,102.0
FFF,2014B,442753,M,North Western Region,A Level or Equivalent,0-10%,0-35,2,210,False,-285.0,241,69.4,40.0,85.0,5.0,32.8,5.0,2.0,1991.0,5.515235457063712,-18.0,70.0,75.0,88.0,371.0
FFF,2014B,442819,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,60,False,-104.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,190.0
FFF,2014B,443007,M,North Western Region,A Level or Equivalent,10-20,0-35,0,60,False,-93.0,241,87.5,77.0,94.0,4.0,52.0,12.5,2.0,1965.0,3.308080808080808,-18.0,86.0,100.0,104.0,179.0
FFF,2014B,444574,M,South East Region,A Level or Equivalent,30-40%,35-55,0,60,False,-65.0,241,82.0,74.0,90.0,2.0,37.0,12.5,1.0,1573.0,4.043701799485861,-17.0,86.0,89.0,103.0,151.0
FFF,2014B,444718,M,South West Region,A Level or Equivalent,30-40%,0-35,0,60,False,-15.0,241,64.0,64.0,64.0,1.0,24.0,12.5,1.0,361.0,3.9239130434782608,-8.0,52.0,31.0,60.0,101.0
FFF,2014B,445605,M,London Region,No Formal quals,20-30%,0-35,0,60,False,-17.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,301.0,2.663716814159292,-16.0,38.0,39.0,54.0,103.0
FFF,2014B,445818,F,East Anglian Region,Lower Than A Level,70-80%,35-55,0,60,True,-92.0,241,90.0,90.0,90.0,1.0,21.0,12.5,1.0,893.0,3.1554770318021204,-16.0,58.0,65.0,74.0,178.0
FFF,2014B,445947,M,Scotland,Lower Than A Level,70-80%,0-35,0,120,False,-24.0,241,64.0,54.0,70.0,3.0,51.666666666666664,16.666666666666668,1.0,855.0,5.0,-5.0,86.0,63.0,91.0,110.0
FFF,2014B,447036,M,East Anglian Region,Lower Than A Level,80-90%,0-35,3,150,False,-172.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0
FFF,2014B,465175,M,Scotland,Lower Than A Level,60-70%,0-35,2,60,False,-93.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54.0,6.0,-14.0,86.0,4.0,100.0,179.0
FFF,2014B,465421,M,West Midlands Region,HE Qualification,50-60%,0-35,0,60,False,-17.0,241,64.33333333333333,62.0,66.0,3.0,28.333333333333332,8.333333333333334,2.0,720.0,3.444976076555024,-13.0,86.0,48.0,99.0,103.0
FFF,2014B,466347,M,Ireland,A Level or Equivalent,0-10%,0-35,2,60,False,-34.0,241,82.0,82.0,82.0,2.0,37.5,12.5,1.0,349.0,2.3422818791946307,9.0,86.0,50.0,77.0,120.0
FFF,2014B,466576,M,Scotland,Post Graduate Qualification,50-60%,0-35,0,75,False,-29.0,241,66.0,66.0,66.0,2.0,37.5,12.5,1.0,338.0,2.747967479674797,4.0,86.0,34.0,82.0,115.0
FFF,2014B,467582,M,South Region,A Level or Equivalent,90-100%,0-35,1,210,False,-13.0,241,80.0,72.0,91.0,6.0,51.666666666666664,8.333333333333334,2.0,2808.0,4.7272727272727275,-10.0,86.0,112.0,96.0,99.0
FFF,2014B,468730,M,East Midlands Region,A Level or Equivalent,10-20,0-35,1,60,True,-147.0,241,86.0,86.0,86.0,1.0,23.0,12.5,1.0,1439.0,3.9209809264305178,17.0,85.0,54.0,68.0,233.0
FFF,2014B,469977,M,Wales,Lower Than A Level,10-20,35-55,0,60,False,-20.0,241,83.0,64.0,100.0,5.0,38.0,10.0,2.0,1902.0,3.2736660929432015,-13.0,86.0,121.0,99.0,106.0
FFF,2014B,470619,F,Scotland,A Level or Equivalent,30-40%,0-35,0,120,False,-34.0,241,93.0,86.0,97.0,4.0,33.5,6.25,2.0,1986.0,4.225531914893617,-18.0,86.0,72.0,104.0,120.0
FFF,2014B,472120,M,North Region,A Level or Equivalent,10-20,0-35,2,60,False,-115.0,241,60.5,42.0,75.0,6.0,46.333333333333336,8.333333333333334,2.0,1370.0,4.2024539877300615,-18.0,86.0,81.0,104.0,201.0
FFF,2014B,472341,M,Scotland,A Level or Equivalent,90-100%,0-35,0,60,True,-25.0,241,87.25,72.0,97.0,4.0,28.5,6.25,2.0,1108.0,3.9151943462897525,-18.0,78.0,61.0,96.0,111.0
FFF,2014B,472810,M,East Anglian Region,Lower Than A Level,70-80%,0-35,1,60,False,-36.0,241,72.0,72.0,72.0,1.0,24.0,12.5,1.0,168.0,2.5074626865671643,3.0,86.0,22.0,83.0,122.0
FFF,2014B,474677,M,London Region,Lower Than A Level,20-30%,0-35,1,60,False,-34.0,241,70.0,60.0,80.0,2.0,39.0,12.5,1.0,145.0,2.457627118644068,2.0,52.0,28.0,50.0,120.0
FFF,2014B,475811,M,London Region,Lower Than A Level,60-70%,0-35,1,60,False,-34.0,241,84.25,74.0,92.0,4.0,40.0,6.25,2.0,1228.0,3.987012987012987,-17.0,85.0,52.0,102.0,120.0
FFF,2014B,476912,M,Ireland,A Level or Equivalent,30-40%,0-35,1,60,False,-17.0,241,68.0,68.0,68.0,1.0,36.0,12.5,1.0,185.0,4.512195121951219,30.0,44.0,25.0,14.0,103.0
FFF,2014B,477069,M,East Midlands Region,Lower Than A Level,30-40%,0-35,1,120,True,-53.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,2.75,-18.0,-5.0,11.0,13.0,139.0
FFF,2014B,477588,M,South Region,A Level or Equivalent,40-50%,0-35,0,90,False,-102.0,241,77.0,68.0,86.0,5.0,50.4,5.0,2.0,1084.0,5.0418604651162795,-18.0,86.0,48.0,104.0,188.0
FFF,2014B,477812,M,Scotland,Lower Than A Level,70-80%,0-35,2,120,True,-72.0,241,87.83333333333333,76.0,95.0,12.0,-1.0,8.333333333333334,2.0,1.0,1.0,22.0,22.0,1.0,0.0,158.0
FFF,2014B,477833,M,London Region,Lower Than A Level,50-60%,35-55,0,60,True,-24.0,241,68.6,60.0,82.0,5.0,47.0,5.0,2.0,3104.0,5.164725457570715,-18.0,86.0,97.0,104.0,110.0
FFF,2014B,478073,F,South Region,A Level or Equivalent,70-80%,0-35,0,150,True,-46.0,241,84.5,78.0,90.0,4.0,34.75,6.25,2.0,1175.0,4.2727272727272725,-18.0,76.0,82.0,94.0,132.0
FFF,2014B,479061,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,False,-80.0,241,87.2,82.0,92.0,5.0,44.2,10.0,2.0,634.0,3.336842105263158,-18.0,83.0,56.0,101.0,166.0
FFF,2014B,480531,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,0,60,False,-73.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.0
FFF,2014B,481210,F,South Region,Lower Than A Level,90-100%,0-35,0,60,False,-101.0,241,50.0,40.0,60.0,2.0,42.0,12.5,1.0,421.0,3.9716981132075473,4.0,86.0,39.0,82.0,187.0
FFF,2014B,482445,M,Scotland,HE Qualification,30-40%,0-35,1,120,False,-109.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,2.5294117647058822,0.0,12.0,15.0,12.0,195.0
FFF,2014B,482843,F,Ireland,Lower Than A Level,20-30%,35-55,0,60,False,-24.0,241,75.0,65.0,84.0,3.0,53.666666666666664,16.666666666666668,1.0,5269.0,5.528856243441763,-18.0,86.0,135.0,104.0,110.0
FFF,2014B,483195,M,North Region,Lower Than A Level,60-70%,0-35,1,120,False,-90.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,176.0
FFF,2014B,483389,F,North Region,Lower Than A Level,20-30%,35-55,0,60,False,-89.0,241,79.0,66.0,92.0,2.0,38.0,12.5,1.0,1925.0,3.4010600706713783,-18.0,86.0,133.0,104.0,175.0
FFF,2014B,483975,M,North Region,Lower Than A Level,20-30%,0-35,1,120,False,-199.0,241,69.5,50.0,89.0,4.0,26.5,6.25,2.0,285.0,2.7941176470588234,-16.0,86.0,33.0,102.0,285.0
FFF,2014B,484075,M,Wales,A Level or Equivalent,10-20,0-35,1,90,False,-24.0,241,90.0,84.0,96.0,2.0,37.5,12.5,1.0,682.0,3.3596059113300494,-12.0,86.0,42.0,98.0,110.0
FFF,2014B,484223,F,Ireland,Lower Than A Level,90-100%,0-35,0,60,False,-101.0,241,89.4,65.0,100.0,5.0,44.6,10.0,2.0,2988.0,5.574626865671642,-15.0,86.0,88.0,101.0,187.0
FFF,2014B,484292,M,South Region,Lower Than A Level,90-100%,0-35,2,120,False,-172.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258.0
FFF,2014B,484675,M,North Western Region,Lower Than A Level,0-10%,35-55,2,120,True,10.0,241,64.0,50.0,78.0,2.0,43.0,12.5,1.0,733.0,3.377880184331797,12.0,86.0,64.0,74.0,76.0
FFF,2014B,485312,M,Scotland,HE Qualification,80-90%,0-35,0,90,False,-88.0,241,86.0,70.0,97.0,4.0,30.25,6.25,2.0,1395.0,3.9295774647887325,-18.0,86.0,71.0,104.0,174.0
FFF,2014B,485780,F,North Region,HE Qualification,20-30%,0-35,0,90,False,-29.0,241,82.0,82.0,82.0,2.0,41.5,12.5,1.0,597.0,2.970149253731343,-13.0,86.0,59.0,99.0,115.0
FFF,2014B,487168,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,1,150,False,-93.0,241,68.0,48.0,80.0,5.0,47.0,5.0,2.0,420.0,3.559322033898305,-12.0,71.0,19.0,83.0,179.0
FFF,2014B,487314,M,Wales,HE Qualification,70-80%,0-35,0,60,False,-24.0,241,95.5,89.0,100.0,6.0,48.0,8.333333333333334,2.0,1759.0,3.8156182212581347,-17.0,84.0,102.0,101.0,110.0
FFF,2014B,488386,F,London Region,HE Qualification,20-30%,0-35,1,60,True,-88.0,241,66.0,54.0,84.0,3.0,51.666666666666664,8.333333333333334,2.0,1582.0,3.095890410958904,-8.0,86.0,93.0,94.0,174.0
FFF,2014B,488524,M,East Midlands Region,HE Qualification,40-50%,0-35,0,60,False,-34.0,241,85.0,80.0,92.0,4.0,46.75,6.25,2.0,1236.0,3.5930232558139537,-15.0,85.0,88.0,100.0,120.0
FFF,2014B,488758,M,North Region,A Level or Equivalent,30-40%,0-35,1,60,False,-40.0,241,52.0,38.0,66.0,2.0,43.0,12.5,1.0,132.0,3.2195121951219514,24.0,86.0,24.0,62.0,126.0
FFF,2014B,489137,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,False,-36.0,241,87.0,81.0,96.0,3.0,43.0,8.333333333333334,2.0,922.0,2.908517350157729,-5.0,86.0,56.0,91.0,122.0
FFF,2014B,490154,M,North Western Region,Lower Than A Level,0-10%,0-35,2,60,False,-106.0,241,65.66666666666667,54.0,82.0,3.0,29.333333333333332,8.333333333333334,2.0,502.0,3.585714285714286,-11.0,85.0,36.0,96.0,192.0
FFF,2014B,491011,M,South East Region,A Level or Equivalent,30-40%,0-35,2,120,True,-71.0,241,82.0,70.0,90.0,5.0,34.4,10.0,2.0,2239.0,4.588114754098361,-18.0,86.0,82.0,104.0,157.0
FFF,2014B,491486,M,Ireland,Lower Than A Level,10-20,0-35,0,60,False,-120.0,241,81.33333333333333,68.0,90.0,3.0,29.333333333333332,8.333333333333334,2.0,787.0,3.876847290640394,-18.0,73.0,45.0,91.0,206.0
FFF,2014B,491548,M,South East Region,A Level or Equivalent,50-60%,0-35,1,60,False,-25.0,241,84.0,80.0,88.0,2.0,24.0,6.25,2.0,301.0,3.2717391304347827,-18.0,27.0,47.0,45.0,111.0
FFF,2014B,492088,M,North Western Region,Lower Than A Level,0-10%,35-55,0,120,False,-8.0,241,80.0,76.0,84.0,2.0,38.0,12.5,1.0,851.0,2.3315068493150686,-7.0,86.0,99.0,93.0,94.0
FFF,2014B,493760,F,South Region,A Level or Equivalent,90-100%,0-35,0,120,False,-50.0,241,87.5,83.0,92.0,4.0,40.75,6.25,2.0,838.0,3.2734375,-10.0,86.0,50.0,96.0,136.0
FFF,2014B,494433,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,False,-22.0,241,53.0,42.0,64.0,2.0,37.5,12.5,1.0,1024.0,4.129032258064516,-12.0,86.0,55.0,98.0,108.0
FFF,2014B,494495,M,East Midlands Region,A Level or Equivalent,50-60%,0-35,1,180,False,-132.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,218.0
FFF,2014B,494818,F,London Region,A Level or Equivalent,80-90%,0-35,0,120,False,-25.0,241,81.0,74.0,88.0,2.0,37.5,12.5,1.0,835.0,2.9195804195804196,-13.0,86.0,92.0,99.0,111.0
FFF,2014B,495580,F,Wales,A Level or Equivalent,10-20,0-35,0,90,False,-102.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.25,6.0,6.0,4.0,0.0,188.0
FFF,2014B,495618,M,South Region,Lower Than A Level,80-90%,0-35,0,90,False,-66.0,241,81.5,68.0,90.0,4.0,33.5,6.25,2.0,1679.0,3.98812351543943,-18.0,86.0,105.0,104.0,152.0
FFF,2014B,496590,M,South West Region,Lower Than A Level,20-30%,0-35,1,120,False,-40.0,241,71.0,70.0,72.0,2.0,33.5,12.5,1.0,422.0,2.8322147651006713,-18.0,79.0,44.0,97.0,126.0
FFF,2014B,498006,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,False,-44.0,241,83.0,80.0,86.0,3.0,53.666666666666664,16.666666666666668,1.0,769.0,2.827205882352941,-2.0,86.0,75.0,88.0,130.0
FFF,2014B,498266,M,North Western Region,A Level or Equivalent,30-40%,0-35,0,120,False,-47.0,241,86.0,80.0,94.0,5.0,37.4,5.0,2.0,2581.0,3.729768786127168,-13.0,86.0,98.0,99.0,133.0
FFF,2014B,498636,M,South Region,Lower Than A Level,20-30%,0-35,2,120,True,-24.0,241,66.0,62.0,68.0,3.0,-1.0,16.666666666666668,1.0,19.0,2.375,-11.0,31.0,4.0,42.0,110.0
FFF,2014B,498828,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,0,60,False,-99.0,241,85.16666666666667,76.0,98.0,6.0,42.5,8.333333333333334,2.0,2405.0,4.372727272727273,-18.0,83.0,100.0,101.0,185.0
FFF,2014B,499244,M,South Region,Lower Than A Level,70-80%,0-35,2,90,False,-130.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216.0
FFF,2014B,499404,F,North Western Region,A Level or Equivalent,30-40%,0-35,1,150,False,-137.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,223.0
FFF,2014B,499813,M,North Region,A Level or Equivalent,20-30%,0-35,0,120,False,-25.0,241,92.75,80.0,99.0,4.0,43.75,6.25,2.0,7520.0,9.016786570743406,-10.0,86.0,146.0,96.0,111.0
FFF,2014B,501302,F,Scotland,HE Qualification,40-50%,0-35,1,60,False,-110.0,241,72.0,62.0,82.0,2.0,38.0,12.5,1.0,686.0,3.482233502538071,-18.0,80.0,51.0,98.0,196.0
FFF,2014B,501421,M,West Midlands Region,Lower Than A Level,70-80%,35-55,0,60,False,-29.0,241,65.25,53.0,76.0,4.0,36.75,6.25,2.0,2997.0,4.209269662921348,-18.0,86.0,90.0,104.0,115.0
FFF,2014B,502150,M,Yorkshire Region,A Level or Equivalent,30-40%,0-35,1,60,False,-25.0,241,58.0,50.0,66.0,2.0,30.0,6.25,2.0,796.0,3.9405940594059405,-18.0,51.0,54.0,69.0,111.0
FFF,2014B,502501,M,North Western Region,Lower Than A Level,70-80%,0-35,0,90,False,-24.0,241,62.0,52.0,72.0,2.0,39.5,12.5,1.0,1268.0,3.7076023391812867,-17.0,86.0,87.0,103.0,110.0
FFF,2014B,502993,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,60,False,-24.0,241,74.66666666666667,72.0,78.0,3.0,53.333333333333336,16.666666666666668,1.0,233.0,1.9416666666666667,-14.0,85.0,38.0,99.0,110.0
FFF,2014B,503024,F,London Region,Lower Than A Level,50-60%,0-35,0,60,False,-67.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.0
FFF,2014B,503154,M,Wales,A Level or Equivalent,80-90%,0-35,2,120,False,-25.0,241,89.5,82.0,94.0,4.0,44.75,6.25,2.0,903.0,4.492537313432836,-4.0,86.0,73.0,90.0,111.0
FFF,2014B,503183,M,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,60,False,-50.0,241,81.0,74.0,94.0,4.0,29.0,6.25,2.0,948.0,3.3617021276595747,-18.0,86.0,74.0,104.0,136.0
FFF,2014B,504583,M,South Region,Lower Than A Level,40-50%,0-35,0,120,False,-144.0,241,65.5,63.0,68.0,2.0,20.0,0.0,1.0,665.0,4.054878048780488,-18.0,48.0,48.0,66.0,230.0
FFF,2014B,504700,M,South West Region,A Level or Equivalent,20-30%,0-35,1,120,False,-90.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,-1.0,-1.0,2.0,0.0,176.0
FFF,2014B,505017,M,North Western Region,A Level or Equivalent,0-10%,0-35,1,60,False,-107.0,241,87.0,82.0,92.0,2.0,37.5,12.5,1.0,1852.0,3.474671669793621,-18.0,86.0,92.0,104.0,193.0
FFF,2014B,505131,M,East Midlands Region,Lower Than A Level,80-90%,0-35,0,60,False,-246.0,241,83.0,74.0,92.0,2.0,38.0,12.5,1.0,564.0,2.369747899159664,-15.0,64.0,62.0,79.0,332.0
FFF,2014B,505826,M,North Region,A Level or Equivalent,20-30%,0-35,2,60,False,-34.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,224.0,1.9145299145299146,-16.0,51.0,37.0,67.0,120.0
FFF,2014B,505900,M,London Region,HE Qualification,10-20,0-35,1,60,False,-148.0,241,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,234.0
FFF,2014B,506038,F,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,False,-59.0,241,91.66666666666667,79.0,100.0,6.0,49.833333333333336,8.333333333333334,2.0,3086.0,4.227397260273973,-18.0,86.0,108.0,104.0,145.0
FFF,2014B,506674,F,Wales,Lower Than A Level,30-40%,0-35,0,300,False,-17.0,241,77.0,64.0,90.0,2.0,41.5,12.5,1.0,278.0,2.4601769911504423,-15.0,60.0,37.0,75.0,103.0
FFF,2014B,507577,M,North Western Region,A Level or Equivalent,40-50%,35-55,0,120,False,-24.0,241,58.0,58.0,58.0,1.0,36.0,12.5,1.0,400.0,3.053435114503817,-17.0,73.0,46.0,90.0,110.0
